gene_short_name,A_1,A_2,A_3,B_1,B_2,B_3,C_1,C_2,C_3,D_1,D_2,D_3
CHIC2,6.77889,6.64041,6.25603,7.2124,7.021315,7.015975,7.429155,7.2117675,7.3959475,7.64591,7.40222,7.77592
ZGC:101679,3.90398,4.36301,3.9811,4.229395,4.855895,4.0855,4.3921025,5.1023375,4.1377,4.55481,5.34878,4.1899
OCIAD1,20.4869,19.4271,21.8362,20.0051,18.62755,20.7171,19.7642,18.227775,20.15755,19.5233,17.828,19.598
MUL1,1.8011,1.34729,1.60614,2.13329,2.696325,1.85876,2.299385,3.3708425,1.98507,2.46548,4.04536,2.11138
RBFOX2(1of2),24.4746,22.9323,24.6611,25.37705,24.67545,27.74375,25.828275,25.547025,29.285075,26.2795,26.4186,30.8264
CASQ1A,3.61299,2.7276,4.48158,2.53711,2.500685,3.801615,1.99917,2.3872275,3.4616325,1.46123,2.27377,3.12165
EMP2(3of3),2.51443,1.12064,2.90421,2.368995,2.18602,2.512045,2.2962775,2.71871,2.3159625,2.22356,3.2514,2.11988
CNTD1,1.3474,1.14967,1.26013,1.59193,1.359275,1.776215,1.714195,1.4640775,2.0342575,1.83646,1.56888,2.2923
SI:DKEY-182I3.8(20of37),1.64295,1.6722,1.56366,1.88721,2.07275,1.933775,2.00934,2.273025,2.1188325,2.13147,2.4733,2.30389
ZNF235(96of128),1.26524,1.12745,1.12706,1.46138,1.39608,1.46662,1.55945,1.530395,1.6364,1.65752,1.66471,1.80618
MYADML2(3of4),0.8582,0.858989,1.721,0.603836,1.1546695,1.3071565,0.476654,1.30250975,1.10023475,0.349472,1.45035,0.893313
NFURG04158120002,2.34155,2.21558,1.22603,2.207745,2.049375,1.85571,2.1408425,1.9662725,2.17055,2.07394,1.88317,2.48539
ZNF235(12of128),1.17588,1.36153,1.46437,1.42841,1.615165,1.81715,1.554675,1.7419825,1.99354,1.68094,1.8688,2.16993
PITPNA(2of2),16.7297,16.4609,12.1465,11.189085,12.538605,8.1225,8.4187775,10.5774575,6.1105,5.64847,8.61631,4.0985
ZGC:162883,1.97271,3.26453,2.19273,2.066145,3.073025,2.114925,2.1128625,2.9772725,2.0760225,2.15958,2.88152,2.03712
DDOST,203.064,165.069,224.563,181.987,163.436,191.6845,171.4485,162.6195,175.24525,160.91,161.803,158.806
ZBTB17(1of2),3.45818,3.24275,2.51908,2.865535,2.9028,2.31733,2.5692125,2.732825,2.216455,2.27289,2.56285,2.11558
PLEKHM2,8.18465,8.25622,7.12253,7.504205,7.93052,7.01626,7.1639825,7.76767,6.963125,6.82376,7.60482,6.90999
FANCD2(2of2),2.19684,2.84994,4.76521,2.45299,1.8008755,2.892075,2.581065,1.27634325,1.9555075,2.70914,0.751811,1.01894
MPHOSPH9(1of5),4.09839,4.85739,4.33379,4.69625,5.12952,4.31323,4.99518,5.265585,4.30295,5.29411,5.40165,4.29267
CAMTA2(2of3),9.96743,11.0919,8.19657,9.937185,9.77223,9.070445,9.9220625,9.112395,9.5073825,9.90694,8.45256,9.94432
ROBO2(1of6),0.914011,0.89933,0.952235,1.0390155,0.969575,1.0192525,1.10151775,1.0046975,1.05276125,1.16402,1.03982,1.08627
GMEB1(1of3),3.02488,2.22833,2.61503,2.29853,2.300555,2.223525,1.935355,2.3366675,2.0277725,1.57218,2.37278,1.83202
FAM175B,6.19996,5.43651,5.62756,6.702445,6.340655,6.006535,6.9536875,6.7927275,6.1960225,7.20493,7.2448,6.38551
ZRANB1B,5.54921,4.14626,4.50208,5.88899,5.03225,6.043935,6.05888,5.475245,6.8148625,6.22877,5.91824,7.58579
CTPS1A(2of2),11.9374,13.3344,12.8173,10.74804,10.58502,10.689115,10.15336,9.21033,9.6250225,9.55868,7.83564,8.56093
FAM53B,11.9347,12.1053,12.9263,10.95438,11.72095,11.8027,10.46422,11.528775,11.2409,9.97406,11.3366,10.6791
XIRP2A(1of2),3.75924,3.02888,4.38342,4.36334,4.001715,5.34308,4.66539,4.4881325,5.82291,4.96744,4.97455,6.30274
FAM175A(2of2),24.1429,20.0431,21.727,26.37945,25.84795,25.2969,27.497725,28.750375,27.08185,28.616,31.6528,28.8668
AMMECR1,8.62262,8.88677,9.58775,8.830365,9.855085,8.1539,8.9342375,10.3392425,7.436975,9.03811,10.8234,6.72005
TMEM164,9.39871,7.92893,9.09204,10.324655,9.814715,9.1881,10.7876275,10.7576075,9.23613,11.2506,11.7005,9.28416
MAPK7,2.51993,2.70604,2.37884,2.823255,3.19197,2.43701,2.9749175,3.434935,2.466095,3.12658,3.6779,2.49518
LDB2,61.8294,50.8877,60.3648,58.21165,56.35955,61.99085,56.402775,59.095475,62.803875,54.5939,61.8314,63.6169
PRMT3,13.8351,14.6934,15.6943,12.55495,13.8054,15.0415,11.914875,13.3614,14.7151,11.2748,12.9174,14.3887
TAPT1,2.23198,2.12721,2.22662,2.45115,2.66172,2.528215,2.560735,2.928975,2.6790125,2.67032,3.19623,2.82981
POSTNB,2.74068,1.10324,5.43153,1.8532915,3.564305,5.409795,1.40959725,4.7948375,5.3989275,0.965903,6.02537,5.38806
FREM2B,2.38886,2.2477,3.48685,2.16813,2.13448,3.623015,2.057765,2.07787,3.6910975,1.9474,2.02126,3.75918
ARFIP2(2of2),4.10679,4.36825,5.30589,4.14792,4.76261,5.25796,4.168485,4.95979,5.233995,4.18905,5.15697,5.21003
TRIM3,13.1696,14.5304,11.2816,11.529655,12.5437,11.31905,10.7096825,11.55035,11.337775,9.88971,10.557,11.3565
LLGL2,6.06955,5.49536,4.71971,5.02519,4.68398,4.24033,4.50301,4.27829,4.00064,3.98083,3.8726,3.76095
TTN(4of8),24.2869,23.5829,16.7724,27.9741,28.07365,22.32415,29.8177,30.319025,25.100025,31.6613,32.5644,27.8759
SI:CH73-132F6.5,8.49501,9.35462,7.79487,9.282255,8.9499,8.78283,9.6758775,8.74754,9.27681,10.0695,8.54518,9.77079
RTP3(1of3),33.8962,71.3655,59.8474,31.3568,57.7193,55.2363,30.0871,50.8962,52.93075,28.8174,44.0731,50.6252
LPP(4of4),11.288,11.8051,12.2906,13.02955,14.11545,14.2791,13.900325,15.270625,15.27335,14.7711,16.4258,16.2676
TPRG1,4.82155,4.87457,6.47688,5.000025,5.079615,5.840425,5.0892625,5.1821375,5.5221975,5.1785,5.28466,5.20397
CDH23(3of5),1.22782,1.2923,0.928106,1.329165,1.18385,1.070768,1.3798375,1.129625,1.142099,1.43051,1.0754,1.21343
PDGFRL,1.49518,2.18345,2.77918,1.1054405,1.5804905,2.428205,0.91057075,1.27901075,2.2527175,0.715701,0.977531,2.07723
VAMP7,36.4036,33.3347,27.8178,34.85635,33.27335,30.96605,34.082725,33.242675,32.540175,33.3091,33.212,34.1143
TTN(8of8),12.9793,13.2323,8.86988,15.4512,14.7788,11.48969,16.68715,15.55205,12.799595,17.9231,16.3253,14.1095
MPND,7.84072,7.85171,8.03495,8.697365,8.7347,8.337785,9.1256875,9.176195,8.4892025,9.55401,9.61769,8.64062
SH3GL1B(2of2),39.6042,33.3094,36.3885,36.6032,35.88275,34.28335,35.1027,37.169425,33.230775,33.6022,38.4561,32.1782
EIF3S6IP(2of2),92.8035,101.622,87.7644,94.72785,97.8529,98.5472,95.690025,95.96835,103.9386,96.6522,94.0838,109.33
MUTYH,1.58423,2.64935,3.14576,1.43747,1.477407,1.7319315,1.36409,0.8914355,1.02501725,1.29071,0.305464,0.318103
FAM219B(1of2),11.5463,11.2031,12.267,11.33515,12.03775,11.68375,11.229575,12.455075,11.392125,11.124,12.8724,11.1005
CLCN2(5of6),3.20683,3.59979,2.96037,2.868475,2.65067,2.055975,2.6992975,2.17611,1.6037775,2.53012,1.70155,1.15158
CLCN2(6of6),0.91242,1.52679,1.56448,1.247295,1.357445,0.867318,1.4147325,1.2727725,0.518737,1.58217,1.1881,0.170156
KLHL2(1of2),3.62899,3.57568,3.17356,4.036605,3.28272,3.07316,4.2404125,3.13624,3.02296,4.44422,2.98976,2.97276
TLL1(1of2),3.7266,4.95965,5.71074,3.977215,3.426425,5.01159,4.1025225,2.6598125,4.662015,4.22783,1.8932,4.31244
GAK,27.154,29.1989,24.8963,22.1726,23.181,19.42145,19.6819,20.17205,16.684025,17.1912,17.1631,13.9466
SI:CH211-214J8.1,1.37734,1.45822,1.67732,1.51356,1.44019,1.74117,1.58167,1.431175,1.773095,1.64978,1.42216,1.80502
NFURG01490030200,285.83,279.62,347.67,229.085,266.842,308.62,200.7125,260.453,289.095,172.34,254.064,269.57
AACS(1of2),5.32969,4.27561,5.10798,4.3029,4.3377,5.062085,3.789505,4.368745,5.0391375,3.27611,4.39979,5.01619
ERAP1,10.5153,11.5879,12.2838,13.20995,14.8958,11.6873,14.557275,16.54975,11.38905,15.9046,18.2037,11.0908
KANSL3(5of7),6.48156,5.76861,5.12349,6.35817,5.681935,5.214325,6.296475,5.6385975,5.2597425,6.23478,5.59526,5.30516
PLXNA1(1of8),3.10365,3.81874,2.29446,2.62697,2.59981,2.02798,2.38863,1.990345,1.89474,2.15029,1.38088,1.7615
ABLIM3(1of3),1.55212,1.43529,1.62322,1.673985,1.783215,2.258135,1.7349175,1.9571775,2.5755925,1.79585,2.13114,2.89305
APC(1of2),11.2661,7.98555,5.7737,9.11949,7.28072,4.96548,8.046185,6.928305,4.56137,6.97288,6.57589,4.15726
MAN2A1,24.8187,28.3189,23.7678,23.19095,24.9384,22.869,22.377075,23.24815,22.4196,21.5632,21.5579,21.9702
UGCG,52.5699,51.8102,48.1537,43.35245,43.14555,40.56955,38.743725,38.813225,36.777475,34.135,34.4809,32.9854
WDR36,11.6335,13.2115,12.3149,10.656015,11.60955,11.77915,10.1672725,10.808575,11.511275,9.67853,10.0076,11.2434
SLC25A46,11.5013,11.9297,11.5493,10.86655,11.29965,10.8252,10.549175,10.984625,10.46315,10.2318,10.6696,10.1011
PTBP3,2.06493,2.06008,2.34614,2.74742,2.909375,3.11544,3.088665,3.3340225,3.50009,3.42991,3.75867,3.88474
CDYL,6.56268,6.9769,6.701,6.441235,7.118785,6.192565,6.3805125,7.1897275,5.9383475,6.31979,7.26067,5.68413
RPS6KA6(2of2),1.39121,1.72929,1.16044,1.54316,1.46701,1.122425,1.619135,1.33587,1.1034175,1.69511,1.20473,1.08441
HSDL2,61.1304,62.6013,56.4813,62.4612,59.08055,58.61145,63.1266,57.320175,59.676525,63.792,55.5598,60.7416
SLC37A1,10.2851,10.9208,9.67429,9.61036,10.71435,9.54985,9.27299,10.611125,9.48763,8.93562,10.5079,9.42541
ATP5J(1of3),7.32845,5.88829,4.40596,5.35622,4.757915,4.4886,4.370105,4.1927275,4.52992,3.38399,3.62754,4.57124
WDR4,8.031,8.72318,10.009,8.17332,10.27619,10.0772,8.24448,11.052695,10.1113,8.31564,11.8292,10.1454
RIOK1(2of3),17.6997,17.2714,12.8165,15.24135,14.1862,12.77485,14.012175,12.6436,12.754025,12.783,11.101,12.7332
SEPT7(1of4),49.5133,54.4043,55.8255,43.23915,46.13265,42.2354,40.102075,41.996825,35.44035,36.965,37.861,28.6453
WASL(2of3),5.59297,4.52563,4.52995,5.42688,5.5231,5.416785,5.343835,6.021835,5.8602025,5.26079,6.52057,6.30362
RPS3A(2of2),954.143,992.056,1144.31,1118.0265,1121.913,1254.54,1199.96825,1186.8415,1309.655,1281.91,1251.77,1364.77
TNKS(6of7),1.23727,1.24826,1.28257,1.605485,1.75631,2.11657,1.7895925,2.010335,2.53357,1.9737,2.26436,2.95057
RPP40,14.1143,14.4018,14.6213,11.871775,13.0522,14.4805,10.7505125,12.3774,14.4101,9.62925,11.7026,14.3397
ADRM1(2of2),7.0615,6.79035,6.74303,6.548455,7.190535,6.670675,6.2919325,7.3906275,6.6344975,6.03541,7.59072,6.59832
OSBPL2A,20.1059,17.9529,19.1298,18.8661,17.8948,18.4682,18.2462,17.86575,18.1374,17.6263,17.8367,17.8066
ZGC:198371,1.09349,1.34808,1.30087,1.241265,1.24897,1.183615,1.3151525,1.199415,1.1249875,1.38904,1.14986,1.06636
RAP1B(1of2),43.773,40.7781,51.0207,50.04105,49.24275,48.91195,53.175075,53.475075,47.857575,56.3091,57.7074,46.8032
TGFBI,359.386,342.169,454.214,296.6425,268.346,350.2045,265.27075,231.4345,298.19975,233.899,194.523,246.195
RAB2A,50.7544,49.0814,52.4744,51.3524,51.57005,52.12985,51.6514,52.814375,51.957575,51.9504,54.0587,51.7853
NOTCH1B,23.8361,25.4591,20.8021,20.5913,23.9419,20.7713,18.9689,23.1833,20.7559,17.3465,22.4247,20.7405
HSCB,8.45719,7.85936,9.49105,8.122815,7.14629,9.713575,7.9556275,6.789755,9.8248375,7.78844,6.43322,9.9361
CHCHD5,3.54908,4.7858,6.05586,4.241875,4.896615,6.303935,4.5882725,4.9520225,6.4279725,4.93467,5.00743,6.55201
VAC14,13.8411,14.5953,14.1621,11.43099,14.93965,13.70895,10.225935,15.111825,13.482375,9.02088,15.284,13.2558
ZNF664(3of5),1.9709,1.81807,2.17818,2.15241,2.33126,2.470245,2.243165,2.587855,2.6162775,2.33392,2.84445,2.76231
ATP13A,11.8925,11.0993,10.2433,8.979635,8.768335,7.49083,7.5232025,7.6028525,6.114595,6.06677,6.43737,4.73836
SI:CH211-191C10.2,36.9905,40.0872,38.7756,44.47125,42.1933,37.91825,48.211625,43.24635,37.489575,51.952,44.2994,37.0609
COLGALT1,4.25602,4.52195,4.63634,5.068865,5.013705,4.552515,5.4752875,5.2595825,4.5106025,5.88171,5.50546,4.46869
ZMYM1(5of122),11.9105,10.669,11.6061,9.765825,9.098985,10.82725,8.6934875,8.3139775,10.437825,7.62115,7.52897,10.0484
EDNRB(2of2),1.81527,2.28216,2.09595,1.228551,1.441559,3.37313,0.9351915,1.0212585,4.01172,0.641832,0.600958,4.65031
FAR1(1of3),6.61937,6.68043,6.3462,5.52514,5.496555,5.801025,4.978025,4.9046175,5.5284375,4.43091,4.31268,5.25585
DEPDC5(4of6),9.81239,11.026,10.1864,9.422195,11.1518,10.3483,9.2270975,11.2147,10.42925,9.032,11.2776,10.5102
ROGDI(2of2),0.645145,0.432511,0.448373,0.7941325,0.7949405,0.68795,0.86862625,0.97615525,0.8077385,0.94312,1.15737,0.927527
KDM7A(1of2),4.83484,4.6761,4.44567,5.81116,5.229815,5.63598,6.29932,5.5066725,6.231135,6.78748,5.78353,6.82629
SI:DKEY-97M3.1,13.0782,11.2877,10.9714,10.541495,9.070285,9.6662,9.2731425,7.9615775,9.0136,8.00479,6.85287,8.361
METTL11B,1.21358,1.08502,0.947782,0.945797,0.7372525,0.8961985,0.8119055,0.56336875,0.87040675,0.678014,0.389485,0.844615
GORAB,7.73127,7.57347,8.24757,7.194015,7.248455,7.645625,6.9253875,7.0859475,7.3446525,6.65676,6.92344,7.04368
PRRX1B(1of2),4.37103,4.86619,2.67786,3.798595,3.829695,3.40558,3.5123775,3.3114475,3.76944,3.22616,2.7932,4.1333
GBX1,4.47874,5.0307,5.93321,7.19142,7.71305,8.465105,8.54776,9.054225,9.7310525,9.9041,10.3954,10.997
WU:FJ34H05,2.32138,2.46622,1.88837,2.60322,2.196395,2.63149,2.74414,2.0614825,3.00305,2.88506,1.92657,3.37461
EDEM3(3of3),22.5736,23.1633,22.5197,19.46425,21.01005,19.87265,17.909575,19.933425,18.549125,16.3549,18.8568,17.2256
NAB1A,1.12681,1.55678,2.36622,1.609595,1.751195,1.94034,1.8509875,1.8484025,1.7274,2.09238,1.94561,1.51446
GLSA,5.5332,5.48762,4.96248,4.69021,4.796625,4.2032,4.268715,4.4511275,3.82356,3.84722,4.10563,3.44392
MFSD6A(1of2),2.868,3.33837,2.34832,3.31903,3.177755,2.56314,3.544545,3.0974475,2.67055,3.77006,3.01714,2.77796
STAT1A(2of3),100.081,162.46,97.3289,85.4866,127.81455,92.1689,78.1894,110.491825,89.5889,70.8922,93.1691,87.0089
CTBP1(1of2),10.8893,9.7294,11.3912,10.6417,12.4617,12.26295,10.5179,13.82785,12.698825,10.3941,15.194,13.1347
NFURG01522010200,0.872972,1.2516,1.07034,0.793087,0.843971,1.069475,0.7531445,0.6401565,1.0690425,0.713202,0.436342,1.06861
RORAA(2of3),0.978008,1.30313,0.943741,0.948263,1.066825,1.0468605,0.9333905,0.9486725,1.09842025,0.918518,0.83052,1.14998
NARG2,5.75111,4.32051,5.81146,7.62035,6.76645,6.09829,8.55497,7.98942,6.241705,9.48959,9.21239,6.38512
HNRNPA0L(3of3),299.332,279.656,246.527,229.5425,224.197,200.3035,194.64775,196.4675,177.19175,159.753,168.738,154.08
HNRNPA0L(2of3),317.471,307.453,302.298,302.8285,317.717,290.326,295.50725,322.849,284.34,288.186,327.981,278.354
CSMD3(1of22),3.0872,3.28237,1.59995,3.04346,3.092175,2.458505,3.02159,2.9970775,2.8877825,2.99972,2.90198,3.31706
C1ORF21,12.949,11.6134,13.2092,11.6468,10.73403,10.66666,10.9957,10.294345,9.39539,10.3446,9.85466,8.12412
CSMD3(11of22),2.26757,2.70744,2.151,2.42926,2.447015,2.70626,2.510105,2.3168025,2.98389,2.59095,2.18659,3.26152
AKAP11,7.37179,8.55455,7.11667,6.70029,7.221155,6.716845,6.36454,6.5544575,6.5169325,6.02879,5.88776,6.31702
GALNT10(2of3),24.5942,24.3151,19.6784,18.93595,18.17115,17.9211,16.106825,15.099175,17.04245,13.2777,12.0272,16.1638
GALNT10(3of3),3.71834,4.30281,3.76358,2.94765,3.752835,3.233495,2.562305,3.4778475,2.9684525,2.17696,3.20286,2.70341
NPL,107.606,108.064,128.701,91.5823,94.88845,105.0218,83.57045,88.300675,93.1822,75.5586,81.7129,81.3426
ESYT1,27.2869,27.3566,27.8234,24.32355,26.2412,26.5079,22.841875,25.6835,25.85015,21.3602,25.1258,25.1924
PARD3B(4of6),3.341,3.87994,3.75663,2.78698,2.95732,2.854265,2.50997,2.49601,2.4030825,2.23296,2.0347,1.9519
SI:DKEY-182I3.8(32of37),6.08209,5.9365,5.64831,5.666805,5.82151,5.77644,5.4591625,5.764015,5.840505,5.25152,5.70652,5.90457
SI:CH211-236L14.1(2of2),7.50103,8.53337,7.97508,7.306535,8.19673,8.527095,7.2092875,8.02841,8.8031025,7.11204,7.86009,9.07911
HDAC3,16.1517,15.1259,18.0637,16.0498,15.1208,17.866,15.99885,15.11825,17.76715,15.9479,15.1157,17.6683
SI:CH1073-59L16.1(1of3),1.17995,2.03793,2.21354,7.787525,5.7424,1.83536,11.0913125,7.594635,1.64627,14.3951,9.44687,1.45718
CD109(2of2),0.902073,1.25451,1.11812,1.1450065,1.441025,1.542555,1.26647325,1.5342825,1.7547725,1.38794,1.62754,1.96699
NFURG00824100200,1.1535,0.847262,0.988909,1.26214,1.181261,1.8460995,1.31646,1.3482605,2.27469475,1.37078,1.51526,2.70329
SI:CH73-238C9.1(1of2),8.1288,11.0654,6.2071,7.21113,9.9664,5.99658,6.752295,9.4169,5.89132,6.29346,8.8674,5.78606
SI:CH73-238C9.1(2of2),24.2611,23.0022,20.0496,20.02815,19.9539,19.45295,17.911675,18.42975,19.154625,15.7952,16.9056,18.8563
ZCCHC11,6.44629,5.85735,6.15295,7.94638,8.272675,8.278725,8.696425,9.4803375,9.3416125,9.44647,10.688,10.4045
CTNNA1,213.862,186.332,179.455,182.6905,161.3475,156.3315,167.10475,148.85525,144.76975,151.519,136.363,133.208
NT5C1A(2of2),1.091,1.92705,1.89707,1.0275585,1.275001,1.726185,0.99583775,0.9489765,1.6407425,0.964117,0.622952,1.5553
GPX7,2.6029,2.39245,3.47286,2.73813,2.51475,3.57935,2.805745,2.5759,3.632595,2.87336,2.63705,3.68584
REEP6,9.31128,10.5817,8.97562,7.738325,9.178815,7.47241,6.9518475,8.4773725,6.720805,6.16537,7.77593,5.9692
POLE3,24.6728,24.3461,31.4746,23.38455,19.30365,24.20125,22.740425,16.782425,20.564575,22.0963,14.2612,16.9279
RPL12,446.086,440.918,472.585,517.4635,503.389,551.443,553.15225,534.6245,590.872,588.841,565.86,630.301
VPS13C,5.74623,6.25997,5.2488,6.06399,6.3417,5.55867,6.22287,6.382565,5.713605,6.38175,6.42343,5.86854
NQO1(5of5),154.181,140.473,155.106,145.4435,127.941,142.6955,141.07475,121.675,136.49025,136.706,115.409,130.285
EHBP1(3of5),4.8487,4.9174,4.29426,4.90838,5.351005,4.335175,4.93822,5.5678075,4.3556325,4.96806,5.78461,4.37609
NFURG11475030002,1.84077,0.899228,1.18224,1.685985,1.790574,1.959825,1.6085925,2.236247,2.3486175,1.5312,2.68192,2.73741
MED16,4.98615,4.80575,4.83158,4.47366,4.316085,4.20023,4.217415,4.0712525,3.884555,3.96117,3.82642,3.56888
CBWD,18.3134,18.7766,19.856,18.7378,18.65095,19.26175,18.95,18.588125,18.964625,19.1622,18.5253,18.6675
ZSWIM6(2of3),1.85783,2.08666,2.11465,2.235435,2.317295,2.158785,2.4242375,2.4326125,2.1808525,2.61304,2.54793,2.20292
DOCK8(2of2),1.801,2.31575,1.87818,2.96414,2.341695,1.559875,3.54571,2.3546675,1.4007225,4.12728,2.36764,1.24157
ABHD12(3of3),14.43,12.3997,14.3392,15.9121,13.99455,13.5618,16.65315,14.791975,13.1731,17.3942,15.5894,12.7844
MFSD1(2of2),6.28714,7.96889,7.92364,8.66832,8.986795,7.359475,9.85891,9.4957475,7.0773925,11.0495,10.0047,6.79531
IPO7,25.5887,28.2907,24.368,23.058,22.8518,21.45905,21.79265,20.13235,20.004575,20.5273,17.4129,18.5501
TMEM41B,9.00143,8.04132,8.9548,6.690655,6.24607,5.93181,5.5352675,5.348445,4.420315,4.37988,4.45082,2.90882
SBF2(2of2),5.67027,5.78326,5.79826,7.743305,8.32858,7.81316,8.7798225,9.60124,8.82061,9.81634,10.8739,9.82806
TOR1,20.5261,18.6886,19.7272,18.26455,18.02145,17.96395,17.133775,17.687875,17.082325,16.003,17.3543,16.2007
GFM2(1of2),0.776187,1.26925,1.08295,0.6649235,1.15641,1.88297,0.60929175,1.09999,2.28298,0.55366,1.04357,2.68299
NSA2,354.188,349.256,306.088,392.6685,374.8225,389.5575,411.90875,387.60575,431.29225,431.149,400.389,473.027
ELF2B,21.7192,23.6486,20.8506,19.2568,21.258,20.5811,18.0256,20.0627,20.44635,16.7944,18.8674,20.3116
TSC2(2of2),8.57148,8.03514,7.79796,8.62164,8.446805,8.26044,8.64672,8.6526375,8.49168,8.6718,8.85847,8.72292
CCRN4L(2of2),3.96095,4.58472,4.69888,3.962505,4.130605,4.73206,3.9632825,3.9035475,4.74865,3.96406,3.67649,4.76524
TMEM216,4.23861,4.10901,4.80084,4.94383,5.128555,4.961935,5.29644,5.6383275,5.0424825,5.64905,6.1481,5.12303
RWDD2B,3.02549,2.07684,2.6373,2.49667,2.27352,2.278865,2.23226,2.37186,2.0996475,1.96785,2.4702,1.92043
USP16,10.7394,10.6334,9.53602,9.770495,9.789075,8.80309,9.2860425,9.3669125,8.436625,8.80159,8.94475,8.07016
TMED9(2of2),62.701,58.764,61.3881,59.2804,59.81965,57.447,57.5701,60.347475,55.47645,55.8598,60.8753,53.5059
ZNF235(103of128),1.89681,2.4185,1.72549,2.183035,2.362025,2.123425,2.3261475,2.3337875,2.3223925,2.46926,2.30555,2.52136
NFURG08795010200,1.6968,2.76996,5.91207,2.832815,2.12147,3.380104,3.4008225,1.797225,2.114121,3.96883,1.47298,0.848138
NR1D1,4.198,6.54079,6.96693,2.887775,3.795045,4.71341,2.2326625,2.4221725,3.58665,1.57755,1.0493,2.45989
PIM3,15.2599,22.4749,31.7283,22.1534,21.92345,41.77255,25.60015,21.647725,46.794675,29.0469,21.372,51.8168
PPM1NA,9.81723,11.4563,12.639,12.168965,12.74975,15.03015,13.3448325,13.396475,16.225725,14.5207,14.0432,17.4213
ARHGAP35(2of3),13.6005,18.5155,11.7021,14.57505,15.9245,14.00845,15.062325,14.629,15.161625,15.5496,13.3335,16.3148
HSPB7(1of2),392.328,302.72,453.856,334.854,295.868,381.13,306.117,292.442,344.767,277.38,289.016,308.404
RHOUB,3.15672,2.42433,2.64838,4.00371,3.757045,3.653215,4.427205,4.4234025,4.1556325,4.8507,5.08976,4.65805
RTN2A,6.06755,5.16339,6.9962,6.319105,9.062195,9.6919,6.4448825,11.0115975,11.03975,6.57066,12.961,12.3876
RAB4B,17.1805,15.5661,15.4261,17.04695,15.78185,14.9544,16.980175,15.889725,14.71855,16.9134,15.9976,14.4827
B4GALT7,16.1282,13.4056,12.4786,12.53049,10.93216,10.0062,10.731635,9.69544,8.77,8.93278,8.45872,7.5338
SLC25A34,7.3148,6.15935,5.36053,7.128425,5.55685,6.27978,7.0352375,5.2556,6.739405,6.94205,4.95435,7.19903
MYOM2(2of3),33.5476,37.6867,32.4591,34.6952,33.6564,34.2551,35.269,31.64125,35.1531,35.8428,29.6261,36.0511
ZGC:77929,10.7316,8.75089,8.60027,9.029625,8.914515,7.460475,8.1786375,8.9963275,6.8905775,7.32765,9.07814,6.32068
HK1(3of3),173.577,156.059,169.524,179.43,151.7095,162.5885,182.3565,149.53475,159.12075,185.283,147.36,155.653
SI:CH211-152F22.4(11of26),3.15212,1.4832,2.27511,3.390165,1.5271,2.729835,3.5091875,1.54905,2.9571975,3.62821,1.571,3.18456
NPEPPS,30.2737,30.7496,26.9062,26.11755,24.7544,23.62195,24.039475,21.7568,21.979825,21.9614,18.7592,20.3377
MRPL21,51.6304,44.2526,48.0243,42.0967,38.0926,40.16855,37.32985,35.0126,36.240675,32.563,31.9326,32.3128
MRPL45,17.3367,16.4295,17.9353,16.8006,15.6734,16.52205,16.53255,15.29535,15.815425,16.2645,14.9173,15.1088
NPPB,3020.77,2059.27,3968.06,3668.74,2461.945,4220.4,3992.725,2663.2825,4346.57,4316.71,2864.62,4472.74
SLC25A28(1of2),6.63948,7.05764,6.57065,6.427615,6.57791,5.87489,6.3216825,6.338045,5.52701,6.21575,6.09818,5.17913
MRPL4,28.762,28.0959,31.8289,28.5698,27.7669,28.48245,28.4737,27.6024,26.809225,28.3776,27.4379,25.136
ABCC10,3.25413,4.27705,4.35533,3.751375,4.327535,4.47415,3.9999975,4.3527775,4.53356,4.24862,4.37802,4.59297
CREBRF(2of2),7.1607,7.10754,6.84401,6.23158,6.43589,6.139005,5.76702,6.100065,5.7865025,5.30246,5.76424,5.434
ATP6V0E1,18.9277,21.3563,18.3347,18.64435,19.5352,16.64315,18.502675,18.62465,15.797375,18.361,17.7141,14.9516
ENTPD7,9.03316,9.76925,7.99059,7.78388,8.15831,5.993385,7.15924,7.35284,4.9947825,6.5346,6.54737,3.99618
NKX2.3(1of2),25.4979,25.7105,23.2509,20.8386,23.72845,19.8859,18.50895,22.737425,18.2034,16.1793,21.7464,16.5209
HYLS1(2of2),2.45712,2.24648,3.26631,2.365505,2.416045,3.164855,2.3196975,2.5008275,3.1141275,2.27389,2.58561,3.0634
RPL4,457.059,465.686,467.462,507.7555,506.074,535.7785,533.10375,526.268,569.93675,558.452,546.462,604.095
ZWILCH(1of2),2.29347,3.47665,5.44927,2.529135,2.1162785,3.084827,2.6469675,1.43609275,1.9026055,2.7648,0.755907,0.720384
MAP2K1,1.62662,1.29233,1.63894,1.83477,1.69795,1.85729,1.938845,1.90076,1.966465,2.04292,2.10357,2.07564
ZGC:162595,4.82068,5.73397,4.9417,6.579895,7.580545,7.88885,7.4595025,8.5038325,9.362425,8.33911,9.42712,10.836
LACTB(2of2),1.68247,1.44435,1.78501,1.522725,1.68213,1.63944,1.4428525,1.80102,1.566655,1.36298,1.91991,1.49387
SI:CH1073-300G4.1,14.5897,15.0695,10.8182,15.60865,15.04915,12.1392,16.118125,15.038975,12.7997,16.6276,15.0288,13.4602
